0,47
0,83
0,28
0,43
0,10
0,75
0,89
0,80
0,55
0,34
1,31
1,52
1,19
1,20
1,5
1,17
1,88
1,68
1,77
1,81
2,88
2,81
2,23
2,7
2,76
2,51
2,72
2,62
2,24
2,87
3,98
3,17
3,72
3,39
3,20
3,61
3,80
3,52
3,95
3,6
4,78
4,53
4,13
4,80
4,49
4,83
4,58
4,74
4,35
4,60
5,48
5,99
5,56
5,30
5,66
5,44
5,90
5,33
5,18
5,41
6,26
6,86
6,98
6,28
6,81
6,9
6,36
6,75
6,27
6,64
7,4
7,93
7,45
7,50
7,98
7,56
7,74
7,88
7,87
7,76
8,27
8,21
8,74
8,67
8,87
8,46
8,59
8,51
8,80
8,92
9,83
9,15
9,94
9,65
9,34
9,78
9,70
9,96
9,72
9,73
10,47
10,65
10,86
10,82
10,55
10,87
10,93
10,1
10,42
11,23
11,13
11,87
11,53
11,75
11,41
11,97
11,95
11,5
11,32
12,86
12,88
12,72
12,50
12,52
12,55
12,89
12,48
12,99
13,16
13,89
13,88
13,28
13,95
13,90
13,4
13,10
13,73
13,37
14,78
14,88
14,94
14,10
14,43
14,55
14,79
14,13
14,19
14,74
15,96
15,65
15,32
15,9
15,0
15,16
15,5
15,19
15,43
15,55
16,76
16,96
16,59
16,12
16,4
16,10
16,90
16,30
16,63
16,93
17,58
17,36
17,27
17,63
17,55
17,41
17,44
17,19
17,71
17,13
18,19
18,79
18,58
18,5
18,32
18,44
18,73
18,0
18,12
18,57
19,63
19,57
19,84
19,33
19,31
19,27
19,65
19,75
19,52
19,0
20,56
20,80
20,1
20,42
20,41
20,19
20,55
20,61
20,18
20,49
21,45
21,69
21,76
21,25
21,86
21,49
21,63
21,5
21,4
21,78
22,38
22,20
22,41
22,85
22,69
22,61
22,47
22,64
22,23
22,71
23,64
23,6
23,71
23,79
23,47
23,91
23,56
23,29
23,75
23,44
24,78
24,40
24,23
24,77
24,86
24,37
24,38
24,31
24,26
24,83
25,35
25,5
25,6
25,38
25,91
25,8
25,1
25,88
25,10
25,84
26,43
26,72
26,42
26,65
26,21
26,49
26,18
26,64
26,73
26,40
27,5
27,39
27,84
27,8
27,0
27,6
27,91
27,57
27,95
27,56
28,6
28,72
28,53
28,18
28,2
28,37
28,5
28,70
28,9
28,96
29,12
29,75
29,14
29,63
29,81
29,27
29,44
29,30
29,31
29,89
30,0
30,72
30,7
30,43
30,38
30,35
30,61
30,13
30,47
30,67
31,97
31,51
31,30
31,59
31,7
31,10
31,20
31,89
31,64
31,41
32,66
32,57
32,0
32,12
32,14
32,58
32,60
32,55
32,19
32,70
33,6
33,51
33,74
33,48
33,57
33,21
33,17
33,60
33,13
33,35
34,50
34,53
34,38
34,88
34,77
34,97
34,13
34,48
34,87
34,57
35,76
35,34
35,64
35,60
35,81
35,59
35,51
35,18
35,54
35,7
36,35
36,61
36,62
36,98
36,84
36,55
36,74
36,19
36,86
36,41
37,21
37,13
37,40
37,94
37,22
37,53
37,55
37,46
37,76
37,63
38,91
38,60
38,27
38,49
38,64
38,37
38,69
38,33
38,20
38,50
39,63
39,93
39,34
39,11
39,7
39,17
39,15
39,41
39,59
39,37
40,14
40,63
40,26
40,70
40,99
40,67
40,5
40,33
40,55
40,82
41,61
41,93
41,57
41,15
41,58
41,53
41,3
41,95
41,20
41,31
42,56
42,24
42,31
42,2
42,88
42,78
42,95
42,39
42,63
42,59
43,64
43,32
43,22
43,76
43,70
43,13
43,79
43,14
43,26
43,5
44,35
44,82
44,64
44,43
44,21
44,73
44,16
44,62
44,63
44,14
45,64
45,63
45,60
45,78
45,88
45,80
45,83
45,87
45,54
46,16
46,99
46,53
46,8
46,87
46,72
46,54
46,32
46,89
47,14
47,95
47,7
47,52
47,69
47,93
47,13
47,2
47,41
47,26
48,77
48,29
48,98
48,57
48,17
48,27
48,43
48,63
48,64
48,68
49,62
49,12
49,4
49,89
49,9
49,73
49,78
49,28
49,19
49,81
50,4
50,32
50,10
50,70
50,45
50,12
50,74
50,24
50,36
50,47
51,23
51,70
51,61
51,62
51,16
51,46
51,15
51,44
51,28
51,76
52,84
52,96
52,88
52,90
52,1
52,46
52,94
52,80
52,83
52,77
53,2
53,75
53,56
53,35
53,70
53,8
53,51
53,16
53,76
53,37
54,73
54,71
54,72
54,75
54,53
54,2
54,28
54,21
54,97
54,51
55,77
55,38
55,90
55,21
55,1
55,59
55,85
55,36
55,39
55,82
56,81
56,0
56,88
56,7
56,79
56,22
56,25
56,59
56,58
56,95
57,64
57,61
57,3
57,49
57,39
57,5
57,95
57,12
57,37
57,36
58,93
58,75
58,43
58,1
58,78
58,27
58,36
58,77
58,39
58,96
59,2
59,38
59,19
59,89
59,93
59,25
59,1
59,49
59,91
59,3
60,78
60,4
60,35
60,96
60,63
60,29
60,0
60,90
60,19
60,56
61,66
61,46
61,54
61,95
61,19
61,86
61,23
61,36
61,83
61,41
62,19
62,76
62,49
62,73
62,54
62,77
62,37
62,29
62,65
62,23
63,60
63,38
63,50
63,23
63,65
63,2
63,19
63,94
63,14
63,49
64,15
64,58
64,66
64,38
64,18
64,80
64,6
64,61
64,25
65,7
65,84
65,91
65,17
65,56
65,76
65,70
65,10
65,3
65,13
66,61
66,29
66,90
66,4
66,21
66,25
66,26
66,43
66,88
66,68
67,26
67,69
67,11
67,18
67,42
67,72
67,24
67,9
67,76
67,78
68,42
68,63
68,30
68,46
68,16
68,11
68,88
68,95
68,38
68,18
69,62
69,80
69,66
69,40
69,39
69,2
69,22
69,63
69,7
69,17
70,64
70,87
70,5
70,86
70,21
70,80
70,90
70,78
70,76
70,11
71,49
71,28
71,70
71,51
71,0
71,37
71,93
71,80
71,41
71,74
72,58
72,98
72,48
72,82
72,95
72,53
72,45
72,28
72,4
72,43
73,45
73,80
73,97
73,30
73,9
73,35
73,40
73,77
73,32
74,60
74,14
74,12
74,62
74,4
74,6
74,98
74,28
74,27
74,13
75,47
75,52
75,74
75,20
75,59
75,80
75,91
75,34
75,19
75,16
76,11
76,55
76,68
76,44
76,83
76,7
76,49
76,2
76,71
76,29
77,13
77,80
77,95
77,60
77,47
77,64
77,5
77,54
77,34
77,2
78,75
78,38
78,93
78,62
78,92
78,44
78,32
78,25
78,64
78,36
79,15
79,77
79,12
79,42
79,87
79,68
79,69
79,84
79,14
79,90
80,70
80,10
80,93
80,37
80,35
80,8
80,27
80,33
80,1
80,97
81,3
81,7
81,97
81,95
81,23
81,75
81,1
81,59
81,50
81,26
82,58
82,15
82,34
82,23
82,53
82,25
82,38
82,71
82,70
82,51
83,18
83,94
83,74
83,49
83,4
83,62
83,99
83,12
83,76
83,9
84,20
84,90
84,46
84,1
84,35
84,48
